Datetime,open,high,low,close,volume
2022-07-17 22:00:00+00:00,1363.0062255859375,1365.4986572265625,1359.54443359375,1359.54443359375,34578432
2022-07-17 22:15:00+00:00,1359.239501953125,1359.400390625,1355.604736328125,1356.59423828125,36561920
2022-07-17 22:30:00+00:00,1355.94287109375,1360.39013671875,1355.8358154296875,1360.39013671875,111233024
2022-07-17 22:45:00+00:00,1359.7198486328125,1359.7198486328125,1357.8662109375,1358.1148681640625,12448768
2022-07-17 23:00:00+00:00,1358.1962890625,1358.1962890625,1354.007568359375,1354.78955078125,0
2022-07-17 23:15:00+00:00,1353.4747314453125,1353.614990234375,1346.3424072265625,1346.3424072265625,15664128
2022-07-17 23:30:00+00:00,1346.942138671875,1348.0830078125,1345.46240234375,1348.0830078125,10452992
2022-07-17 23:45:00+00:00,1348.291748046875,1348.891357421875,1340.9595947265625,1340.9595947265625,23138304
2022-07-18 00:00:00+00:00,1338.8060302734375,1349.0084228515625,1338.8060302734375,1349.0084228515625,0
2022-07-18 00:15:00+00:00,1349.4981689453125,1352.3175048828125,1349.02880859375,1351.964111328125,0
2022-07-18 00:30:00+00:00,1351.16845703125,1352.677734375,1348.0926513671875,1348.0926513671875,0
2022-07-18 00:45:00+00:00,1346.1798095703125,1346.1798095703125,1344.5355224609375,1345.9010009765625,0
2022-07-18 01:00:00+00:00,1347.900146484375,1356.1993408203125,1347.900146484375,1356.1993408203125,26850304
2022-07-18 01:15:00+00:00,1358.54931640625,1359.0081787109375,1358.14111328125,1358.676513671875,3684352
2022-07-18 01:30:00+00:00,1358.9910888671875,1358.9910888671875,1355.650634765625,1356.3092041015625,0
2022-07-18 01:45:00+00:00,1356.8349609375,1358.8118896484375,1356.79052734375,1358.175537109375,23109632
2022-07-18 02:00:00+00:00,1358.527099609375,1362.1170654296875,1358.527099609375,1360.7816162109375,47714304
2022-07-18 02:15:00+00:00,1362.41015625,1365.9154052734375,1362.41015625,1365.552734375,100721664
2022-07-18 02:30:00+00:00,1366.2720947265625,1370.23876953125,1366.2720947265625,1370.05810546875,101028864
2022-07-18 02:45:00+00:00,1388.7108154296875,1409.428955078125,1388.7108154296875,1409.428955078125,924405760
2022-07-18 03:00:00+00:00,1410.6458740234375,1413.2333984375,1409.22705078125,1409.22705078125,232884224
2022-07-18 03:15:00+00:00,1405.85009765625,1410.972900390625,1399.91015625,1410.972900390625,280865792
2022-07-18 03:30:00+00:00,1411.939697265625,1411.939697265625,1408.0150146484375,1408.0150146484375,12829696
2022-07-18 03:45:00+00:00,1408.1370849609375,1408.3935546875,1404.878662109375,1406.022216796875,28129280
2022-07-18 04:00:00+00:00,1406.4608154296875,1406.4608154296875,1401.500732421875,1403.9365234375,66776064
2022-07-18 04:15:00+00:00,1402.4122314453125,1402.7867431640625,1397.9158935546875,1401.1561279296875,21174272
2022-07-18 04:30:00+00:00,1403.0289306640625,1404.0845947265625,1403.0189208984375,1403.1358642578125,22892544
2022-07-18 04:45:00+00:00,1405.1900634765625,1405.4755859375,1404.32275390625,1405.4755859375,78798848
2022-07-18 05:00:00+00:00,1408.144775390625,1415.2669677734375,1408.144775390625,1415.2247314453125,156241920
2022-07-18 05:15:00+00:00,1414.500244140625,1429.7044677734375,1414.500244140625,1428.30224609375,570126336
2022-07-18 05:30:00+00:00,1432.1195068359375,1433.8917236328125,1430.2889404296875,1433.86572265625,342654976
2022-07-18 05:45:00+00:00,1435.6507568359375,1435.6507568359375,1431.733642578125,1433.8843994140625,330868736
2022-07-18 06:00:00+00:00,1433.695068359375,1433.695068359375,1430.4156494140625,1430.4156494140625,25061376
2022-07-18 06:15:00+00:00,1429.0333251953125,1435.664794921875,1429.0333251953125,1435.664794921875,114585600
2022-07-18 06:30:00+00:00,1436.6190185546875,1455.0111083984375,1436.6190185546875,1453.806396484375,553318400
2022-07-18 06:45:00+00:00,1450.381103515625,1454.473388671875,1450.381103515625,1454.473388671875,194502656
2022-07-18 07:00:00+00:00,1453.3211669921875,1460.7193603515625,1453.0263671875,1460.7193603515625,170700800
2022-07-18 07:15:00+00:00,1456.9249267578125,1456.9249267578125,1452.748046875,1455.072998046875,148865024
2022-07-18 07:30:00+00:00,1456.0592041015625,1457.093505859375,1455.128173828125,1455.128173828125,59772928
2022-07-18 07:45:00+00:00,1455.489990234375,1465.394287109375,1455.489990234375,1465.394287109375,221800448
2022-07-18 08:00:00+00:00,1466.3006591796875,1479.555908203125,1464.9144287109375,1479.555908203125,459157504
2022-07-18 08:15:00+00:00,1479.4111328125,1485.4697265625,1478.35791015625,1480.1549072265625,481691648
2022-07-18 08:30:00+00:00,1477.0924072265625,1477.0924072265625,1467.9205322265625,1468.6387939453125,238325760
2022-07-18 08:45:00+00:00,1469.4315185546875,1473.92578125,1469.4315185546875,1473.92578125,159457280
2022-07-18 09:00:00+00:00,1475.3531494140625,1476.6328125,1473.8837890625,1474.6727294921875,46153728
2022-07-18 09:15:00+00:00,1475.97119140625,1481.8096923828125,1474.670654296875,1481.8096923828125,93036544
2022-07-18 09:30:00+00:00,1483.4542236328125,1483.4547119140625,1479.2303466796875,1480.2540283203125,101566464
2022-07-18 09:45:00+00:00,1480.3260498046875,1482.982177734375,1478.19482421875,1482.982177734375,83798016
2022-07-18 10:00:00+00:00,1482.2723388671875,1482.2723388671875,1474.6839599609375,1476.5633544921875,0
