Datetime,open,high,low,close,volume
2022-07-26 23:00:00+01:00,0.694058895111084,0.6943672895431519,0.694058895111084,0.6943672895431519,0
2022-07-26 23:05:00+01:00,0.6943094730377197,0.6945409178733826,0.6943094730377197,0.6944926381111145,0
2022-07-26 23:10:00+01:00,0.6945698857307434,0.6946374177932739,0.6944878101348877,0.6945698857307434,0
2022-07-26 23:15:00+01:00,0.6945505738258362,0.6947339177131653,0.6945167779922485,0.6945602297782898,0
2022-07-26 23:20:00+01:00,0.6946229338645935,0.6946856379508972,0.6945602297782898,0.6945602297782898,0
2022-07-26 23:25:00+01:00,0.6945409178733826,0.6946374177932739,0.6944685578346252,0.6945602297782898,0
2022-07-26 23:30:00+01:00,0.6946470737457275,0.6949753165245056,0.6946470737457275,0.6948497891426086,0
2022-07-26 23:35:00+01:00,0.6948497891426086,0.6949753165245056,0.6945891380310059,0.6945891380310059,0
2022-07-26 23:40:00+01:00,0.6947194337844849,0.6947821974754333,0.6946470737457275,0.6946808099746704,0
2022-07-26 23:45:00+01:00,0.6947097778320312,0.6947821974754333,0.6946470737457275,0.6947001218795776,0
2022-07-26 23:50:00+01:00,0.6946711540222168,0.6947339177131653,0.6946181058883667,0.6947097778320312,0
2022-07-26 23:55:00+01:00,0.6947001218795776,0.6948304176330566,0.6947001218795776,0.6947484016418457,0
2022-07-27 00:00:00+01:00,0.6948980689048767,0.6950236558914185,0.6948787569999695,0.6948787569999695,0
2022-07-27 00:05:00+01:00,0.6950091123580933,0.6952652335166931,0.6948787569999695,0.6949801445007324,0
2022-07-27 00:10:00+01:00,0.6949318647384644,0.6950768232345581,0.6949077248573303,0.6950768232345581,0
2022-07-27 00:15:00+01:00,0.6951879262924194,0.6952652335166931,0.6950574517250061,0.695129930973053,0
2022-07-27 00:20:00+01:00,0.6951589584350586,0.6951685547828674,0.6950719356536865,0.6950719356536865,0
2022-07-27 00:25:00+01:00,0.6950188279151917,0.6951202750205994,0.6948787569999695,0.6950574517250061,0
2022-07-27 00:30:00+01:00,0.695129930973053,0.6952894330024719,0.6949898600578308,0.6952894330024719,0
2022-07-27 00:35:00+01:00,0.6952894330024719,0.6954103112220764,0.6950912475585938,0.6950912475585938,0
2022-07-27 00:40:00+01:00,0.6950912475585938,0.695458710193634,0.6950912475585938,0.695178210735321,0
2022-07-27 00:45:00+01:00,0.695178210735321,0.6953716278076172,0.6951685547828674,0.6953716278076172,0
2022-07-27 00:50:00+01:00,0.6953909397125244,0.6953909397125244,0.6951202750205994,0.6951202750205994,0
2022-07-27 00:55:00+01:00,0.695178210735321,0.6952652335166931,0.6947001218795776,0.6947001218795776,0
2022-07-27 01:00:00+01:00,0.6948111653327942,0.6950526237487793,0.6947290897369385,0.6948787569999695,0
2022-07-27 01:05:00+01:00,0.6949704885482788,0.695458710193634,0.6949704885482788,0.6954296231269836,0
2022-07-27 01:10:00+01:00,0.6954489946365356,0.6957489848136902,0.695400595664978,0.6955118179321289,0
2022-07-27 01:15:00+01:00,0.6955989599227905,0.695894181728363,0.6955989599227905,0.6957005858421326,0
2022-07-27 01:20:00+01:00,0.6957296133041382,0.695870041847229,0.6956231594085693,0.695652186870575,0
2022-07-27 01:25:00+01:00,0.6954876780509949,0.6957005858421326,0.6952024102210999,0.6952024102210999,0
2022-07-27 01:30:00+01:00,0.6950526237487793,0.695313572883606,0.6950526237487793,0.6952410936355591,0
2022-07-27 01:35:00+01:00,0.6952990889549255,0.6957005858421326,0.6952990889549255,0.6955795884132385,0
2022-07-27 01:40:00+01:00,0.6955699324607849,0.695710301399231,0.6955069899559021,0.6957005858421326,0
2022-07-27 01:45:00+01:00,0.6957586407661438,0.695894181728363,0.6956667304039001,0.6956667304039001,0
2022-07-27 01:50:00+01:00,0.6957198977470398,0.6959910988807678,0.6951589584350586,0.6951589584350586,0
2022-07-27 01:55:00+01:00,0.6954103112220764,0.6957005858421326,0.6950284838676453,0.6950284838676453,0
2022-07-27 02:00:00+01:00,0.6950671076774597,0.6955069899559021,0.6950671076774597,0.6952700614929199,0
2022-07-27 02:05:00+01:00,0.6951589584350586,0.695458710193634,0.6951589584350586,0.6953184008598328,0
2022-07-27 02:10:00+01:00,0.69533771276474,0.6955699324607849,0.6952168941497803,0.6955699324607849,0
2022-07-27 02:15:00+01:00,0.6955022215843201,0.6956037878990173,0.6950815916061401,0.6952024102210999,0
